Agency,AgencyCode,Date,Discharge_cfs
USGS,11160000,6/20/1990,3.6
USGS,11160000,6/21/1990,3.6
USGS,11160000,6/22/1990,3.8
USGS,11160000,6/23/1990,3.6
USGS,11160000,6/24/1990,3.6
USGS,11160000,6/25/1990,3.2
USGS,11160000,6/26/1990,2.9
USGS,11160000,6/27/1990,3
USGS,11160000,6/28/1990,3
USGS,11160000,6/29/1990,2.8
USGS,11160000,6/30/1990,2.7
USGS,11160000,7/1/1990,2.6
USGS,11160000,7/2/1990,2.5
USGS,11160000,7/3/1990,2.5
USGS,11160000,7/4/1990,2.4
USGS,11160000,7/5/1990,2.3
USGS,11160000,7/6/1990,2.1
USGS,11160000,7/7/1990,2.2
USGS,11160000,7/8/1990,2.1
USGS,11160000,7/9/1990,2.3
USGS,11160000,7/10/1990,2.1
USGS,11160000,7/11/1990,2.2
USGS,11160000,7/12/1990,2
USGS,11160000,7/13/1990,1.9
USGS,11160000,7/14/1990,1.8
USGS,11160000,7/15/1990,1.8
USGS,11160000,7/16/1990,1.9
USGS,11160000,7/17/1990,2.1
USGS,11160000,7/18/1990,1.8
USGS,11160000,7/19/1990,1.7
USGS,11160000,7/20/1990,1.7
USGS,11160000,7/21/1990,1.6
USGS,11160000,7/22/1990,1.7
USGS,11160000,7/23/1990,1.8
USGS,11160000,7/24/1990,1.6
USGS,11160000,7/25/1990,1.5
USGS,11160000,7/26/1990,1.6
USGS,11160000,7/27/1990,1.5
USGS,11160000,7/28/1990,1.6
USGS,11160000,7/29/1990,1.5
USGS,11160000,7/30/1990,1.5
USGS,11160000,7/31/1990,1.5
USGS,11160000,8/1/1990,1.5
USGS,11160000,8/2/1990,1.6
USGS,11160000,8/3/1990,1.6
USGS,11160000,8/4/1990,1.4
USGS,11160000,8/5/1990,1.3
USGS,11160000,8/6/1990,1.1
USGS,11160000,8/7/1990,0.38
USGS,11160000,8/8/1990,0.34
USGS,11160000,8/9/1990,0.49
USGS,11160000,8/10/1990,0.51
USGS,11160000,8/11/1990,0.39
USGS,11160000,8/12/1990,0.41
USGS,11160000,8/13/1990,0.39
USGS,11160000,8/14/1990,0.55
USGS,11160000,8/15/1990,0.57
USGS,11160000,8/16/1990,0.56
USGS,11160000,8/17/1990,0.51
USGS,11160000,8/18/1990,0.51
USGS,11160000,8/19/1990,0.59
USGS,11160000,8/20/1990,0.47
USGS,11160000,8/21/1990,0.64
USGS,11160000,8/22/1990,0.48
USGS,11160000,8/23/1990,0.65
USGS,11160000,8/24/1990,0.65
USGS,11160000,8/25/1990,1.9
USGS,11160000,8/26/1990,1
USGS,11160000,8/27/1990,0.67
USGS,11160000,8/28/1990,0.53
USGS,11160000,8/29/1990,0.59
USGS,11160000,8/30/1990,0.61
USGS,11160000,8/31/1990,0.48
USGS,11160000,9/1/1990,0.51
USGS,11160000,9/2/1990,0.49
USGS,11160000,9/3/1990,0.49
USGS,11160000,9/4/1990,0.46
USGS,11160000,9/5/1990,0.5
USGS,11160000,9/6/1990,0.44
USGS,11160000,9/7/1990,0.59
USGS,11160000,9/8/1990,0.85
USGS,11160000,9/9/1990,0.85
USGS,11160000,9/10/1990,0.87
USGS,11160000,9/11/1990,0.86
USGS,11160000,9/12/1990,0.83
USGS,11160000,9/13/1990,0.77
USGS,11160000,9/14/1990,0.79
USGS,11160000,9/15/1990,0.82
USGS,11160000,9/16/1990,0.84
USGS,11160000,9/17/1990,0.83
USGS,11160000,9/18/1990,0.91
USGS,11160000,9/19/1990,0.91
USGS,11160000,9/20/1990,0.89
USGS,11160000,9/21/1990,0.92
USGS,11160000,9/22/1990,0.98
USGS,11160000,9/23/1990,1.7
USGS,11160000,9/24/1990,1.8
USGS,11160000,9/25/1990,1.7
USGS,11160000,9/26/1990,1.5
USGS,11160000,9/27/1990,1.4
USGS,11160000,9/28/1990,1.3
USGS,11160000,9/29/1990,1.3
USGS,11160000,9/30/1990,1.2
USGS,11160000,10/1/1990,1.1
USGS,11160000,10/2/1990,1.1
USGS,11160000,10/3/1990,1
USGS,11160000,10/4/1990,0.95
USGS,11160000,10/5/1990,1
USGS,11160000,10/6/1990,1.1
USGS,11160000,10/7/1990,1
USGS,11160000,10/8/1990,0.78
USGS,11160000,10/9/1990,0.68
USGS,11160000,10/10/1990,0.64
USGS,11160000,10/11/1990,0.7
USGS,11160000,10/12/1990,0.68
USGS,11160000,10/13/1990,0.73
USGS,11160000,10/14/1990,0.96
USGS,11160000,10/15/1990,1.1
USGS,11160000,10/16/1990,1.1
USGS,11160000,10/17/1990,1
USGS,11160000,10/18/1990,0.92
USGS,11160000,10/19/1990,0.92
USGS,11160000,10/20/1990,0.9
USGS,11160000,10/21/1990,0.88
USGS,11160000,10/22/1990,0.81
USGS,11160000,10/23/1990,0.87
USGS,11160000,10/24/1990,0.92
USGS,11160000,10/25/1990,0.9
USGS,11160000,10/26/1990,1
USGS,11160000,10/27/1990,1
USGS,11160000,10/28/1990,1
USGS,11160000,10/29/1990,1.1
USGS,11160000,10/30/1990,1.2
USGS,11160000,10/31/1990,1.9
USGS,11160000,11/1/1990,1.2
USGS,11160000,11/2/1990,0.77
USGS,11160000,11/3/1990,0.64
USGS,11160000,11/4/1990,0.65
USGS,11160000,11/5/1990,0.73
USGS,11160000,11/6/1990,0.83
USGS,11160000,11/7/1990,0.88
USGS,11160000,11/8/1990,1.1
USGS,11160000,11/9/1990,1.2
USGS,11160000,11/10/1990,1.3
USGS,11160000,11/11/1990,1.3
USGS,11160000,11/12/1990,1.3
USGS,11160000,11/13/1990,1.3
USGS,11160000,11/14/1990,1.3
USGS,11160000,11/15/1990,1.4
USGS,11160000,11/16/1990,1.4
USGS,11160000,11/17/1990,1.5
USGS,11160000,11/18/1990,1.4
USGS,11160000,11/19/1990,1.5
USGS,11160000,11/20/1990,1.4
USGS,11160000,11/21/1990,1.4
USGS,11160000,11/22/1990,1.5
USGS,11160000,11/23/1990,1.5
USGS,11160000,11/24/1990,1.4
USGS,11160000,11/25/1990,2
USGS,11160000,11/26/1990,2.5
USGS,11160000,11/27/1990,2
USGS,11160000,11/28/1990,1.8
USGS,11160000,11/29/1990,1.8
USGS,11160000,11/30/1990,1.8
USGS,11160000,12/1/1990,1.8
USGS,11160000,12/2/1990,1.8
USGS,11160000,12/3/1990,1.8
USGS,11160000,12/4/1990,1.8
USGS,11160000,12/5/1990,1.8
USGS,11160000,12/6/1990,1.8
USGS,11160000,12/7/1990,1.8
USGS,11160000,12/8/1990,1.7
USGS,11160000,12/9/1990,1.7
USGS,11160000,12/10/1990,1.9
USGS,11160000,12/11/1990,3.8
USGS,11160000,12/12/1990,3
USGS,11160000,12/13/1990,2.4
USGS,11160000,12/14/1990,2.2
USGS,11160000,12/15/1990,7.1
USGS,11160000,12/16/1990,7
USGS,11160000,12/17/1990,3.6
USGS,11160000,12/18/1990,2.9
USGS,11160000,12/19/1990,3.3
USGS,11160000,12/20/1990,3.4
USGS,11160000,12/21/1990,2.9
USGS,11160000,12/22/1990,2.7
USGS,11160000,12/23/1990,2.6
USGS,11160000,12/24/1990,2.7
USGS,11160000,12/25/1990,2.5
USGS,11160000,12/26/1990,2.5
USGS,11160000,12/27/1990,2.5
USGS,11160000,12/28/1990,2.5
USGS,11160000,12/29/1990,2.5
USGS,11160000,12/30/1990,2.5
USGS,11160000,12/31/1990,2.5
USGS,11160000,1/1/1991,2.5
USGS,11160000,1/2/1991,2.5
USGS,11160000,1/3/1991,2.5
USGS,11160000,1/4/1991,2.5
USGS,11160000,1/5/1991,2.5
USGS,11160000,1/6/1991,2.5
USGS,11160000,1/7/1991,3.1
USGS,11160000,1/8/1991,3.2
USGS,11160000,1/9/1991,5.7
USGS,11160000,1/10/1991,3.6
USGS,11160000,1/11/1991,3.1
USGS,11160000,1/12/1991,2.9
USGS,11160000,1/13/1991,2.7
USGS,11160000,1/14/1991,2.7
USGS,11160000,1/15/1991,2.6
USGS,11160000,1/16/1991,2.5
USGS,11160000,1/17/1991,2.4
USGS,11160000,1/18/1991,2.3
USGS,11160000,1/19/1991,2.3
USGS,11160000,1/20/1991,2.3
USGS,11160000,1/21/1991,2.3
USGS,11160000,1/22/1991,2.2
USGS,11160000,1/23/1991,2.2
USGS,11160000,1/24/1991,2.2
USGS,11160000,1/25/1991,2.2
USGS,11160000,1/26/1991,2.2
USGS,11160000,1/27/1991,2.2
USGS,11160000,1/28/1991,2.1
USGS,11160000,1/29/1991,2
USGS,11160000,1/30/1991,1.9
USGS,11160000,1/31/1991,1.9
USGS,11160000,2/1/1991,1.9
USGS,11160000,2/2/1991,21
USGS,11160000,2/3/1991,11
USGS,11160000,2/4/1991,7.1
USGS,11160000,2/5/1991,19
USGS,11160000,2/6/1991,8.6
USGS,11160000,2/7/1991,6
USGS,11160000,2/8/1991,4.9
USGS,11160000,2/9/1991,4.2
USGS,11160000,2/10/1991,4
USGS,11160000,2/11/1991,3.7
USGS,11160000,2/12/1991,3.5
USGS,11160000,2/13/1991,3.3
USGS,11160000,2/14/1991,3.3
USGS,11160000,2/15/1991,3.3
USGS,11160000,2/16/1991,3.1
USGS,11160000,2/17/1991,3.1
USGS,11160000,2/18/1991,3.1
USGS,11160000,2/19/1991,3
USGS,11160000,2/20/1991,2.9
USGS,11160000,2/21/1991,2.9
USGS,11160000,2/22/1991,2.9
USGS,11160000,2/23/1991,2.9
USGS,11160000,2/24/1991,2.9
USGS,11160000,2/25/1991,2.9
USGS,11160000,2/26/1991,2.9
USGS,11160000,2/27/1991,17
USGS,11160000,2/28/1991,22
USGS,11160000,3/1/1991,47
USGS,11160000,3/2/1991,28
USGS,11160000,3/3/1991,385
USGS,11160000,3/4/1991,527
USGS,11160000,3/5/1991,106
USGS,11160000,3/6/1991,34
USGS,11160000,3/7/1991,17
USGS,11160000,3/8/1991,10
USGS,11160000,3/9/1991,7.4
USGS,11160000,3/10/1991,11
USGS,11160000,3/11/1991,15
USGS,11160000,3/12/1991,7.8
USGS,11160000,3/13/1991,56
USGS,11160000,3/14/1991,24
USGS,11160000,3/15/1991,14
USGS,11160000,3/16/1991,9.7
USGS,11160000,3/17/1991,106
USGS,11160000,3/18/1991,109
USGS,11160000,3/19/1991,51
USGS,11160000,3/20/1991,113
USGS,11160000,3/21/1991,66
USGS,11160000,3/22/1991,41
USGS,11160000,3/23/1991,33
USGS,11160000,3/24/1991,634
USGS,11160000,3/25/1991,356
USGS,11160000,3/26/1991,307
USGS,11160000,3/27/1991,165
USGS,11160000,3/28/1991,95
USGS,11160000,3/29/1991,71
USGS,11160000,3/30/1991,58
USGS,11160000,3/31/1991,49
USGS,11160000,4/1/1991,43
USGS,11160000,4/2/1991,37
USGS,11160000,4/3/1991,33
USGS,11160000,4/4/1991,29
USGS,11160000,4/5/1991,26
USGS,11160000,4/6/1991,24
USGS,11160000,4/7/1991,22
USGS,11160000,4/8/1991,20
USGS,11160000,4/9/1991,18
USGS,11160000,4/10/1991,17
USGS,11160000,4/11/1991,16
USGS,11160000,4/12/1991,15
USGS,11160000,4/13/1991,15
USGS,11160000,4/14/1991,14
USGS,11160000,4/15/1991,13
USGS,11160000,4/16/1991,13
USGS,11160000,4/17/1991,12
USGS,11160000,4/18/1991,11
USGS,11160000,4/19/1991,11
USGS,11160000,4/20/1991,15
USGS,11160000,4/21/1991,13
USGS,11160000,4/22/1991,11
USGS,11160000,4/23/1991,10
USGS,11160000,4/24/1991,9.9
USGS,11160000,4/25/1991,9.4
USGS,11160000,4/26/1991,9.1
USGS,11160000,4/27/1991,8.7
USGS,11160000,4/28/1991,8.2
USGS,11160000,4/29/1991,8
USGS,11160000,4/30/1991,7.6
USGS,11160000,5/1/1991,7.4
USGS,11160000,5/2/1991,7.6
USGS,11160000,5/3/1991,7.6
USGS,11160000,5/4/1991,7.2
USGS,11160000,5/5/1991,6.9
USGS,11160000,5/6/1991,6.3
USGS,11160000,5/7/1991,5.8
USGS,11160000,5/8/1991,5.8
USGS,11160000,5/9/1991,5.6
USGS,11160000,5/10/1991,5.6
USGS,11160000,5/11/1991,5.5
USGS,11160000,5/12/1991,5.7
USGS,11160000,5/13/1991,6
USGS,11160000,5/14/1991,6.3
USGS,11160000,5/15/1991,6.1
USGS,11160000,5/16/1991,5.7
USGS,11160000,5/17/1991,5.4
USGS,11160000,5/18/1991,5.4
USGS,11160000,5/19/1991,5.7
USGS,11160000,5/20/1991,5.6
USGS,11160000,5/21/1991,5.6
USGS,11160000,5/22/1991,5.8
USGS,11160000,5/23/1991,5.8
USGS,11160000,5/24/1991,5.5
USGS,11160000,5/25/1991,5.3
USGS,11160000,5/26/1991,4.6
USGS,11160000,5/27/1991,4.6
USGS,11160000,5/28/1991,4.4
USGS,11160000,5/29/1991,4.3
USGS,11160000,5/30/1991,4.2
USGS,11160000,5/31/1991,4.1
USGS,11160000,6/1/1991,4.1
USGS,11160000,6/2/1991,4.2
USGS,11160000,6/3/1991,4.1
USGS,11160000,6/4/1991,4.3
USGS,11160000,6/5/1991,4.2
USGS,11160000,6/6/1991,4.1
USGS,11160000,6/7/1991,4
USGS,11160000,6/8/1991,3.9
USGS,11160000,6/9/1991,3.6
USGS,11160000,6/10/1991,3.5
USGS,11160000,6/11/1991,3.3
USGS,11160000,6/12/1991,3.2
USGS,11160000,6/13/1991,3
USGS,11160000,6/14/1991,2.9
USGS,11160000,6/15/1991,3
USGS,11160000,6/16/1991,3
USGS,11160000,6/17/1991,2.8
USGS,11160000,6/18/1991,2.6
USGS,11160000,6/19/1991,2.6
USGS,11160000,6/20/1991,2.6
USGS,11160000,6/21/1991,2.5
USGS,11160000,6/22/1991,2.4
USGS,11160000,6/23/1991,2.4
USGS,11160000,6/24/1991,2.2
USGS,11160000,6/25/1991,2.2
USGS,11160000,6/26/1991,2.2
USGS,11160000,6/27/1991,2.4
USGS,11160000,6/28/1991,3.4
USGS,11160000,6/29/1991,4.2
USGS,11160000,6/30/1991,3.3
USGS,11160000,7/1/1991,2.6
USGS,11160000,7/2/1991,2.3
USGS,11160000,7/3/1991,2.3
USGS,11160000,7/4/1991,2.2
USGS,11160000,7/5/1991,2.2
USGS,11160000,7/6/1991,2.2
USGS,11160000,7/7/1991,2.1
USGS,11160000,7/8/1991,2.1
USGS,11160000,7/9/1991,2.1
USGS,11160000,7/10/1991,2
USGS,11160000,7/11/1991,1.9
USGS,11160000,7/12/1991,1.9
USGS,11160000,7/13/1991,1.9
USGS,11160000,7/14/1991,1.9
USGS,11160000,7/15/1991,1.9
USGS,11160000,7/16/1991,1.8
USGS,11160000,7/17/1991,1.7
USGS,11160000,7/18/1991,1.6
USGS,11160000,7/19/1991,1.7
USGS,11160000,7/20/1991,2
USGS,11160000,7/21/1991,1.9
USGS,11160000,7/22/1991,1.7
USGS,11160000,7/23/1991,1.6
USGS,11160000,7/24/1991,1.6
USGS,11160000,7/25/1991,1.6
USGS,11160000,7/26/1991,1.5
USGS,11160000,7/27/1991,1.4
USGS,11160000,7/28/1991,1.4
USGS,11160000,7/29/1991,1.3
USGS,11160000,7/30/1991,1.4
USGS,11160000,7/31/1991,1.4
USGS,11160000,8/1/1991,1.4
USGS,11160000,8/2/1991,1.3
USGS,11160000,8/3/1991,1.3
USGS,11160000,8/4/1991,1.4
USGS,11160000,8/5/1991,1.7
USGS,11160000,8/6/1991,1.8
USGS,11160000,8/7/1991,1.6
USGS,11160000,8/8/1991,1.3
USGS,11160000,8/9/1991,1.2
USGS,11160000,8/10/1991,1.1
USGS,11160000,8/11/1991,1
USGS,11160000,8/12/1991,0.97
USGS,11160000,8/13/1991,0.82
USGS,11160000,8/14/1991,0.78
USGS,11160000,8/15/1991,0.96
USGS,11160000,8/16/1991,0.86
USGS,11160000,8/17/1991,0.74
USGS,11160000,8/18/1991,0.71
USGS,11160000,8/19/1991,0.89
USGS,11160000,8/20/1991,0.94
USGS,11160000,8/21/1991,1
USGS,11160000,8/22/1991,1.1
USGS,11160000,8/23/1991,1
USGS,11160000,8/24/1991,1
USGS,11160000,8/25/1991,1.1
USGS,11160000,8/26/1991,1.1
USGS,11160000,8/27/1991,0.95
USGS,11160000,8/28/1991,0.96
USGS,11160000,8/29/1991,0.86
USGS,11160000,8/30/1991,0.63
USGS,11160000,8/31/1991,0.66
USGS,11160000,9/1/1991,0.62
USGS,11160000,9/2/1991,0.55
USGS,11160000,9/3/1991,0.49
USGS,11160000,9/4/1991,0.53
USGS,11160000,9/5/1991,0.51
USGS,11160000,9/6/1991,0.54
USGS,11160000,9/7/1991,0.63
USGS,11160000,9/8/1991,0.58
USGS,11160000,9/9/1991,0.6
USGS,11160000,9/10/1991,0.6
USGS,11160000,9/11/1991,0.56
USGS,11160000,9/12/1991,0.55
USGS,11160000,9/13/1991,0.6
USGS,11160000,9/14/1991,0.56
USGS,11160000,9/15/1991,0.52
USGS,11160000,9/16/1991,0.57
USGS,11160000,9/17/1991,0.47
USGS,11160000,9/18/1991,0.41
USGS,11160000,9/19/1991,0.4
USGS,11160000,9/20/1991,0.43
USGS,11160000,9/21/1991,0.41
USGS,11160000,9/22/1991,0.4
USGS,11160000,9/23/1991,0.41
USGS,11160000,9/24/1991,0.29
USGS,11160000,9/25/1991,0.28
USGS,11160000,9/26/1991,0.41
USGS,11160000,9/27/1991,0.41
USGS,11160000,9/28/1991,0.38
USGS,11160000,9/29/1991,0.36
USGS,11160000,9/30/1991,0.39
USGS,11160000,10/1/1991,0.38
USGS,11160000,10/2/1991,0.36
USGS,11160000,10/3/1991,0.38
USGS,11160000,10/4/1991,0.4
USGS,11160000,10/5/1991,0.41
USGS,11160000,10/6/1991,0.31
USGS,11160000,10/7/1991,0.34
USGS,11160000,10/8/1991,0.24
USGS,11160000,10/9/1991,0.24
USGS,11160000,10/10/1991,0.25
USGS,11160000,10/11/1991,0.29
USGS,11160000,10/12/1991,0.34
USGS,11160000,10/13/1991,0.33
USGS,11160000,10/14/1991,0.33
USGS,11160000,10/15/1991,0.22
USGS,11160000,10/16/1991,0.34
USGS,11160000,10/17/1991,0.51
USGS,11160000,10/18/1991,0.53
USGS,11160000,10/19/1991,0.4
USGS,11160000,10/20/1991,0.19
USGS,11160000,10/21/1991,0.07
USGS,11160000,10/22/1991,0.23
USGS,11160000,10/23/1991,0.27
USGS,11160000,10/24/1991,0.28
USGS,11160000,10/25/1991,1.4
USGS,11160000,10/26/1991,32
USGS,11160000,10/27/1991,12
USGS,11160000,10/28/1991,4.2
USGS,11160000,10/29/1991,2.5
USGS,11160000,10/30/1991,2
USGS,11160000,10/31/1991,1.8
USGS,11160000,11/1/1991,1.6
USGS,11160000,11/2/1991,1.5
USGS,11160000,11/3/1991,1.5
USGS,11160000,11/4/1991,1.5
USGS,11160000,11/5/1991,1.5
USGS,11160000,11/6/1991,1.5
USGS,11160000,11/7/1991,1.5
USGS,11160000,11/8/1991,1.5
USGS,11160000,11/9/1991,1.6
USGS,11160000,11/10/1991,1.7
USGS,11160000,11/11/1991,1.8
USGS,11160000,11/12/1991,1.8
USGS,11160000,11/13/1991,1.8
USGS,11160000,11/14/1991,2.1
USGS,11160000,11/15/1991,2
USGS,11160000,11/16/1991,1.8
USGS,11160000,11/17/1991,11
USGS,11160000,11/18/1991,6.1
USGS,11160000,11/19/1991,1.8
USGS,11160000,11/20/1991,1.2
USGS,11160000,11/21/1991,1.3
USGS,11160000,11/22/1991,1.2
USGS,11160000,11/23/1991,1.1
USGS,11160000,11/24/1991,1
USGS,11160000,11/25/1991,0.95
USGS,11160000,11/26/1991,0.9
USGS,11160000,11/27/1991,0.87
USGS,11160000,11/28/1991,0.88
USGS,11160000,11/29/1991,0.85
USGS,11160000,11/30/1991,0.85
USGS,11160000,12/1/1991,1.2
USGS,11160000,12/2/1991,1.4
USGS,11160000,12/3/1991,1.6
USGS,11160000,12/4/1991,1.7
USGS,11160000,12/5/1991,1.7
USGS,11160000,12/6/1991,1.7
USGS,11160000,12/7/1991,2.3
USGS,11160000,12/8/1991,2.2
USGS,11160000,12/9/1991,2.2
USGS,11160000,12/10/1991,1.9
USGS,11160000,12/11/1991,1.7
USGS,11160000,12/12/1991,1.6
USGS,11160000,12/13/1991,1.6
USGS,11160000,12/14/1991,1.5
USGS,11160000,12/15/1991,1.5
USGS,11160000,12/16/1991,1.5
USGS,11160000,12/17/1991,1.5
USGS,11160000,12/18/1991,4
USGS,11160000,12/19/1991,4.1
USGS,11160000,12/20/1991,3.1
USGS,11160000,12/21/1991,2.5
USGS,11160000,12/22/1991,2.3
USGS,11160000,12/23/1991,2.2
USGS,11160000,12/24/1991,2
USGS,11160000,12/25/1991,2
USGS,11160000,12/26/1991,2
USGS,11160000,12/27/1991,4.1
USGS,11160000,12/28/1991,25
USGS,11160000,12/29/1991,121
USGS,11160000,12/30/1991,33
USGS,11160000,12/31/1991,13
USGS,11160000,1/1/1992,9.1
USGS,11160000,1/2/1992,7.8
USGS,11160000,1/3/1992,7.1
USGS,11160000,1/4/1992,7.7
USGS,11160000,1/5/1992,70
USGS,11160000,1/6/1992,24
USGS,11160000,1/7/1992,32
USGS,11160000,1/8/1992,20
USGS,11160000,1/9/1992,13
USGS,11160000,1/10/1992,10
USGS,11160000,1/11/1992,8.7
USGS,11160000,1/12/1992,7.9
USGS,11160000,1/13/1992,7.2
USGS,11160000,1/14/1992,6.8
USGS,11160000,1/15/1992,6.4
USGS,11160000,1/16/1992,6.3
USGS,11160000,1/17/1992,6.2
USGS,11160000,1/18/1992,5.9
USGS,11160000,1/19/1992,5.7
USGS,11160000,1/20/1992,5.5
USGS,11160000,1/21/1992,5.3
USGS,11160000,1/22/1992,5.2
USGS,11160000,1/23/1992,5
USGS,11160000,1/24/1992,5
USGS,11160000,1/25/1992,4.9
USGS,11160000,1/26/1992,4.8
USGS,11160000,1/27/1992,4.8
USGS,11160000,1/28/1992,5.1
USGS,11160000,1/29/1992,5.2
USGS,11160000,1/30/1992,4.9
USGS,11160000,1/31/1992,4.7
USGS,11160000,2/1/1992,7.6
USGS,11160000,2/2/1992,6.7
USGS,11160000,2/3/1992,5.7
USGS,11160000,2/4/1992,5.3
USGS,11160000,2/5/1992,5
USGS,11160000,2/6/1992,6.2
USGS,11160000,2/7/1992,6.4
USGS,11160000,2/8/1992,5.8
USGS,11160000,2/9/1992,7.5
USGS,11160000,2/10/1992,68
USGS,11160000,2/11/1992,497
USGS,11160000,2/12/1992,348
USGS,11160000,2/13/1992,232
USGS,11160000,2/14/1992,568
USGS,11160000,2/15/1992,531
USGS,11160000,2/16/1992,316
USGS,11160000,2/17/1992,165
USGS,11160000,2/18/1992,92
USGS,11160000,2/19/1992,229
USGS,11160000,2/20/1992,659
USGS,11160000,2/21/1992,177
USGS,11160000,2/22/1992,105
USGS,11160000,2/23/1992,72
USGS,11160000,2/24/1992,56
USGS,11160000,2/25/1992,48
USGS,11160000,2/26/1992,42
USGS,11160000,2/27/1992,37
USGS,11160000,2/28/1992,32
USGS,11160000,2/29/1992,29
USGS,11160000,3/1/1992,35
USGS,11160000,3/2/1992,30
USGS,11160000,3/3/1992,27
USGS,11160000,3/4/1992,25
USGS,11160000,3/5/1992,68
USGS,11160000,3/6/1992,143
USGS,11160000,3/7/1992,74
USGS,11160000,3/8/1992,49
USGS,11160000,3/9/1992,40
USGS,11160000,3/10/1992,35
USGS,11160000,3/11/1992,31
USGS,11160000,3/12/1992,28
USGS,11160000,3/13/1992,27
USGS,11160000,3/14/1992,30
USGS,11160000,3/15/1992,33
USGS,11160000,3/16/1992,40
USGS,11160000,3/17/1992,32
USGS,11160000,3/18/1992,28
USGS,11160000,3/19/1992,26
USGS,11160000,3/20/1992,28
USGS,11160000,3/21/1992,30
USGS,11160000,3/22/1992,49
USGS,11160000,3/23/1992,68
USGS,11160000,3/24/1992,40
USGS,11160000,3/25/1992,34
USGS,11160000,3/26/1992,32
USGS,11160000,3/27/1992,30
USGS,11160000,3/28/1992,27
USGS,11160000,3/29/1992,25
USGS,11160000,3/30/1992,25
USGS,11160000,3/31/1992,25
USGS,11160000,4/1/1992,23
USGS,11160000,4/2/1992,21
USGS,11160000,4/3/1992,19
USGS,11160000,4/4/1992,19
USGS,11160000,4/5/1992,18
USGS,11160000,4/6/1992,17
USGS,11160000,4/7/1992,17
USGS,11160000,4/8/1992,16
USGS,11160000,4/9/1992,16
USGS,11160000,4/10/1992,15
USGS,11160000,4/11/1992,15
USGS,11160000,4/12/1992,15
USGS,11160000,4/13/1992,17
USGS,11160000,4/14/1992,15
USGS,11160000,4/15/1992,14
USGS,11160000,4/16/1992,14
USGS,11160000,4/17/1992,14
USGS,11160000,4/18/1992,13
USGS,11160000,4/19/1992,13
USGS,11160000,4/20/1992,12
USGS,11160000,4/21/1992,12
USGS,11160000,4/22/1992,11
USGS,11160000,4/23/1992,11
USGS,11160000,4/24/1992,9.8
USGS,11160000,4/25/1992,9.4
USGS,11160000,4/26/1992,9.4
USGS,11160000,4/27/1992,9.2
USGS,11160000,4/28/1992,8.8
USGS,11160000,4/29/1992,8.8
USGS,11160000,4/30/1992,8.5
USGS,11160000,5/1/1992,8.2
USGS,11160000,5/2/1992,7.9
USGS,11160000,5/3/1992,7.9
USGS,11160000,5/4/1992,7.5
USGS,11160000,5/5/1992,7.2
USGS,11160000,5/6/1992,7.4
USGS,11160000,5/7/1992,7.2
USGS,11160000,5/8/1992,7.4
USGS,11160000,5/9/1992,7.1
USGS,11160000,5/10/1992,6.8
USGS,11160000,5/11/1992,6.8
USGS,11160000,5/12/1992,6.8
USGS,11160000,5/13/1992,6.7
USGS,11160000,5/14/1992,6.4
USGS,11160000,5/15/1992,6.2
USGS,11160000,5/16/1992,6.3
USGS,11160000,5/17/1992,6.3
USGS,11160000,5/18/1992,6.2
USGS,11160000,5/19/1992,6.1
USGS,11160000,5/20/1992,5.9
USGS,11160000,5/21/1992,5.8
USGS,11160000,5/22/1992,5.2
USGS,11160000,5/23/1992,4.9
USGS,11160000,5/24/1992,4.8
USGS,11160000,5/25/1992,4.5
USGS,11160000,5/26/1992,4.7
USGS,11160000,5/27/1992,4.8
USGS,11160000,5/28/1992,5.2
USGS,11160000,5/29/1992,5.4
USGS,11160000,5/30/1992,5.1
USGS,11160000,5/31/1992,4.4
USGS,11160000,6/1/1992,3.9
USGS,11160000,6/2/1992,3.7
USGS,11160000,6/3/1992,3.8
USGS,11160000,6/4/1992,3.3
USGS,11160000,6/5/1992,2.9
USGS,11160000,6/6/1992,3.6
USGS,11160000,6/7/1992,3.8
USGS,11160000,6/8/1992,3.5
USGS,11160000,6/9/1992,3.3
USGS,11160000,6/10/1992,3
USGS,11160000,6/11/1992,2.6
USGS,11160000,6/12/1992,2.3
USGS,11160000,6/13/1992,2.3
USGS,11160000,6/14/1992,2.3
USGS,11160000,6/15/1992,2.3
USGS,11160000,6/16/1992,2.3
USGS,11160000,6/17/1992,2.4
USGS,11160000,6/18/1992,2.1
USGS,11160000,6/19/1992,2
USGS,11160000,6/20/1992,2.2
USGS,11160000,6/21/1992,2.1
USGS,11160000,6/22/1992,1.9
USGS,11160000,6/23/1992,1.7
USGS,11160000,6/24/1992,1.8
USGS,11160000,6/25/1992,1.8
USGS,11160000,6/26/1992,1.7
USGS,11160000,6/27/1992,1.6
USGS,11160000,6/28/1992,1.6
USGS,11160000,6/29/1992,2.4
USGS,11160000,6/30/1992,6.4
USGS,11160000,7/1/1992,3.9
USGS,11160000,7/2/1992,2.7
USGS,11160000,7/3/1992,2.3
USGS,11160000,7/4/1992,2.1
USGS,11160000,7/5/1992,2.2
USGS,11160000,7/6/1992,2.3
USGS,11160000,7/7/1992,2
USGS,11160000,7/8/1992,1.9
USGS,11160000,7/9/1992,1.7
USGS,11160000,7/10/1992,1.6
USGS,11160000,7/11/1992,1.5
USGS,11160000,7/12/1992,2.2
USGS,11160000,7/13/1992,2.3
